calculationType,eventId,note,amount_cents,payoutId,roleType,recipientUserId,stripeTransferId,createdAt,basis_amount_cents,paidAt,currency,effectiveCommissionRate,status,updatedAt,id,created_date,updated_date,created_by_id,is_sample
"contract_amount","69ea11a48f571b434985fe92","Talent présent — 180$ - fee 11.40% = 159.48$ [lineup: lineup_placement, commission: snapshot]","15948","69ea1bf48467d0f8ece688cb","talent_payout","698dd1b2193c860027a3457a","","2026-04-27 15:06:48.77+00","18000","","CAD","0.114","pending","2026-04-27 15:06:48.77+00","69f1f7cb8b6f84386ebd51f0","2026-04-29T12:21:31.010000","2026-04-29T12:21:31.010000","698c747aee05acfdd23ea578","false"
"percentage_post","69eb682b9430b4c08113234d","Courtage snapshot T1 figé=6.00% = 6$","600","69eb75c2c3adc9fba98552c9","platform_fee","","","2026-04-26 13:00:37.311+00","600","","CAD","","pending","2026-04-26 13:00:37.311+00","69f1f7cb8b6f84386ebd51f1","2026-04-29T12:21:31.010000","2026-04-29T12:21:31.010000","698c747aee05acfdd23ea578","false"
"contract_amount","69eb682b9430b4c08113234d","Talent présent — 100$ - fee 6.00% = 94$ [lineup: lineup_placement, commission: snapshot]","9400","69eb75c2c3adc9fba98552c9","talent_payout","69cd302266f2193a99122757","tr_1TRX8HEDnfppNFcxKHvTZWiV","2026-04-26 13:00:37.311+00","10000","2026-04-29T12:22:12.765Z","CAD","0.06","paid","2026-04-29T12:22:12.765Z","69f1f7cb8b6f84386ebd51f2","2026-04-29T12:21:31.010000","2026-04-29T12:22:26.860000","698c747aee05acfdd23ea578","false"
"refund","69eb682b9430b4c08113234d","No-show remboursé au payeur — talent 991620 contrat 200$ = 67.0% × salePrice 300$ = 201$","6210","69eb75c2c3adc9fba98552c9","talent_noshow_refund","","re_3TPjJ6EDnfppNFcx0WzB3xWD","2026-04-26 13:00:37.311+00","20000","2026-04-29T12:22:12.765Z","CAD","","paid","2026-04-29T12:22:12.765Z","69f1f7cb8b6f84386ebd51f3","2026-04-29T12:21:31.010000","2026-04-29T12:22:54.860000","698c747aee05acfdd23ea578","false"
"percentage_post","69eb6a82d3d017cfbd3e77bc","Courtage snapshot T1 figé=9.45% = 11.34$","1134","69eb772ca285e2d408e9cb17","platform_fee","","","2026-04-26 13:00:33.557+00","1134","","CAD","","pending","2026-04-26 13:00:33.557+00","69f1f7cb8b6f84386ebd51f4","2026-04-29T12:21:31.010000","2026-04-29T12:21:31.010000","698c747aee05acfdd23ea578","false"
"contract_amount","69eb6a82d3d017cfbd3e77bc","Talent présent — 120$ - fee 9.45% = 108.66$ [lineup: lineup_placement, commission: snapshot]","10866","69eb772ca285e2d408e9cb17","talent_payout","698dc6f781b400b640a229f6","","2026-04-26 13:00:33.557+00","12000","","CAD","0.0945","pending","2026-04-26 13:00:33.557+00","69f1f7cb8b6f84386ebd51f5","2026-04-29T12:21:31.010000","2026-04-29T12:21:31.010000","698c747aee05acfdd23ea578","false"
"refund","69eb6a82d3d017cfbd3e77bc","No-show remboursé au payeur — talent 991620 contrat 280$ = 70.0% × salePrice 400$ = 280$","948","69eb772ca285e2d408e9cb17","talent_noshow_refund","","re_3TPjSrEDnfppNFcx0bVJfiri","2026-04-26 13:00:33.557+00","28000","2026-04-29T12:22:12.765Z","CAD","","paid","2026-04-29T12:22:12.765Z","69f1f7cb8b6f84386ebd51f6","2026-04-29T12:21:31.010000","2026-04-29T12:22:57.404000","698c747aee05acfdd23ea578","false"
"refund","69ea7a3dba45aac7aea9dcb0","No-show remboursé au payeur — talent 991620 contrat 30$ = 13.0% × salePrice 230$ = 29.9$","2990","69ea7d25dbf33658dfb13ea0","talent_noshow_refund","","re_3TPTTaEDnfppNFcx1rSZSZrf","2026-04-25 13:00:46.939+00","3000","2026-04-29T12:22:12.765Z","CAD","","paid","2026-04-29T12:22:12.765Z","69f1f7cb8b6f84386ebd51f7","2026-04-29T12:21:31.010000","2026-04-29T12:23:00.033000","698c747aee05acfdd23ea578","false"
"refund","69ea7a3dba45aac7aea9dcb0","No-show remboursé au payeur — talent a3457a contrat 200$ = 87.0% × salePrice 230$ = 200.1$","9430","69ea7d25dbf33658dfb13ea0","talent_noshow_refund","","","2026-04-25 13:00:46.939+00","20000","","CAD","","pending","2026-04-25 13:00:46.939+00","69f1f7cb8b6f84386ebd51f8","2026-04-29T12:21:31.010000","2026-04-29T12:21:31.010000","698c747aee05acfdd23ea578","false"
"contract_amount","69e2a427fcddd91985cf7791","Talent présent — 50$ - fee 11.40% = 44.3$ [lineup: lineup_placement, commission: snapshot]","4430","69e2b74ef1b2205e19e63a1f","talent_payout","69b48a2b7d5c0db589c6bb1c","tr_1TPVxZEDnfppNFcxCuQxQK9a","2026-04-19 13:00:39.983+00","5000","2026-04-23 22:41:49.45+00","CAD","0.114","paid","2026-04-23 22:41:49.45+00","69f1f7cb8b6f84386ebd515d","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"percentage_post","69e2d75ab661d22b7d4d43d6","Courtage snapshot T1 figé=11.40% = 34.2$","3420","69e2d90032d65ce63a2265b0","platform_fee","","","2026-04-19 13:00:33.8+00","3420","2026-04-23 22:41:49.45+00","CAD","","paid","2026-04-23 22:41:49.45+00","69f1f7cb8b6f84386ebd515e","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"percentage_post","69e2d75ab661d22b7d4d43d6","Courtage snapshot T1 figé=11.40% = 11.4$","1140","69e2d90032d65ce63a2265b0","platform_fee","","","2026-04-19 13:00:33.8+00","1140","","CAD","","pending","2026-04-19 13:00:33.8+00","69f1f7cb8b6f84386ebd515f","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"contract_amount","69e2d75ab661d22b7d4d43d6","Talent présent — 300$ - fee 11.40% = 265.8$ [lineup: lineup_placement, commission: snapshot]","26580","69e2d90032d65ce63a2265b0","talent_payout","698dd1b2193c860027a3457a","tr_1TPVxdEDnfppNFcxp8CmgiaB","2026-04-19 13:00:33.8+00","30000","2026-04-23 22:41:49.45+00","CAD","0.114","paid","2026-04-23 22:41:49.45+00","69f1f7cb8b6f84386ebd5160","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"contract_amount","69e2d75ab661d22b7d4d43d6","Talent présent — 100$ - fee 11.40% = 88.6$ [lineup: lineup_placement, commission: snapshot]","8860","69e2d90032d65ce63a2265b0","talent_payout","698c747aee05acfdd23ea578","tr_1TNx2REDnfppNFcxa3jf7lT5","2026-04-19 13:00:33.8+00","10000","2026-04-19 15:13:15.524+00","CAD","0.114","paid","2026-04-19 15:13:15.524+00","69f1f7cb8b6f84386ebd5161","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"percentage_post","69e39e169f2c1117a5e86121","Courtage snapshot T1 figé=11.40% = 11.4$","1140","69e3b7a0197ec916be5d23f1","platform_fee","","","2026-04-19 10:12:13.342+00","1140","2026-04-23 22:41:49.45+00","CAD","","paid","2026-04-23 22:41:49.45+00","69f1f7cb8b6f84386ebd5162","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"percentage_post","69e39e169f2c1117a5e86121","Courtage snapshot T1 figé=11.40% = 22.8$","2280","69e3b7a0197ec916be5d23f1","platform_fee","","","2026-04-19 10:12:13.342+00","2280","","CAD","","pending","2026-04-19 10:12:13.342+00","69f1f7cb8b6f84386ebd5163","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"contract_amount","69e39e169f2c1117a5e86121","Talent présent — 100$ - fee 11.40% = 88.6$ [lineup: lineup_placement, commission: snapshot]","8860","69e3b7a0197ec916be5d23f1","talent_payout","698d204286a5af9808991620","tr_1TNsT0EDnfppNFcx5t5K8BHE","2026-04-19 10:12:13.342+00","10000","2026-04-19 10:20:40.925+00","CAD","0.114","paid","2026-04-19 10:20:40.925+00","69f1f7cb8b6f84386ebd5164","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"contract_amount","69e39e169f2c1117a5e86121","Talent présent — 200$ - fee 11.40% = 177.2$ [lineup: lineup_placement, commission: snapshot]","17720","69e3b7a0197ec916be5d23f1","talent_payout","698dbbf753d545317578c200","tr_1TPVxgEDnfppNFcx3W8uVPO8","2026-04-19 10:12:13.342+00","20000","2026-04-23 22:41:49.45+00","CAD","0.114","paid","2026-04-23 22:41:49.45+00","69f1f7cb8b6f84386ebd5165","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"percentage_post","69e15e5ee45e1d7cc92f8722","Courtage snapshot T1 figé=12.00% = 24$","2400","69e1635cc75cd573bb0fcfad","platform_fee","","","2026-04-18 13:00:45.65+00","2400","2026-04-19 15:13:15.524+00","CAD","","paid","2026-04-19 15:13:15.524+00","69f1f7cb8b6f84386ebd5166","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"percentage_post","69e15e5ee45e1d7cc92f8722","Courtage snapshot T1 figé=11.40% = 57$","5700","69e1635cc75cd573bb0fcfad","platform_fee","","","2026-04-18 13:00:45.65+00","5700","","CAD","","pending","2026-04-18 13:00:45.65+00","69f1f7cb8b6f84386ebd5167","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"contract_amount","69e15e5ee45e1d7cc92f8722","Talent présent — 200$ - fee 12.00% = 176$ [lineup: lineup_placement, commission: snapshot]","17600","69e1635cc75cd573bb0fcfad","talent_payout","698c747aee05acfdd23ea578","tr_1TNx2UEDnfppNFcxGgOaw4l3","2026-04-18 13:00:45.65+00","20000","2026-04-19 15:13:15.524+00","CAD","0.12","paid","2026-04-19 15:13:15.524+00","69f1f7cb8b6f84386ebd5168","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"contract_amount","69e15e5ee45e1d7cc92f8722","Talent présent — 500$ - fee 11.40% = 443$ [lineup: lineup_placement, commission: snapshot]","44300","69e1635cc75cd573bb0fcfad","talent_payout","698d204286a5af9808991620","tr_1TNx2YEDnfppNFcx8ETcy0IW","2026-04-18 13:00:45.65+00","50000","2026-04-19 15:13:15.524+00","CAD","0.114","paid","2026-04-19 15:13:15.524+00","69f1f7cb8b6f84386ebd5169","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"percentage_post","69e16397aef418d4fb9eae71","Courtage snapshot T1 figé=11.40% = 1.14$","114","69e16809a28e6214d6d78215","platform_fee","","","2026-04-18 13:00:42.375+00","114","2026-04-19 15:13:15.524+00","CAD","","paid","2026-04-19 15:13:15.524+00","69f1f7cb8b6f84386ebd516a","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"contract_amount","69e16397aef418d4fb9eae71","Talent présent — 10$ - fee 11.40% = 8.86$ [lineup: lineup_placement, commission: snapshot]","886","69e16809a28e6214d6d78215","talent_payout","698c747aee05acfdd23ea578","tr_1TNx2dEDnfppNFcxxhC2Ih4i","2026-04-18 13:00:42.375+00","1000","2026-04-19 15:13:15.524+00","CAD","0.114","paid","2026-04-19 15:13:15.524+00","69f1f7cb8b6f84386ebd516b","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"percentage_post","69e182682158155ce15ced4a","Courtage snapshot T1 figé=11.40% = 57$ [UNDERFUNDED: contrat 1000$ → effectif 500$ (ratio 0.500)]","5700","69e183b5bc52f23782022f49","platform_fee","","","2026-04-18 13:00:34.043+00","100000","2026-04-23 22:41:49.45+00","CAD","","paid","2026-04-23 22:41:49.45+00","69f1f7cb8b6f84386ebd516c","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"contract_amount","69e182682158155ce15ced4a","Talent présent — 500$ - fee 11.40% = 443$ [lineup: lineup_placement, commission: snapshot] [UNDERFUNDED: contrat 1000$ → effectif 500$ (ratio 0.500)]","44300","69e183b5bc52f23782022f49","talent_payout","698dbbf753d545317578c200","tr_1TPVxkEDnfppNFcxrxbZotR5","2026-04-18 13:00:34.043+00","100000","2026-04-23 22:41:49.45+00","CAD","0.114","paid","2026-04-23 22:41:49.45+00","69f1f7cb8b6f84386ebd516d","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"percentage_post","69d932177a48bf7560309c3e","Courtage MR-PLAN-A-2024-01 Tier A (12.0%) × SOTS 4.2 mod 0.95 = 11.40% = 16.42$","1642","69df7ca99ee85b559776602e","platform_fee","","","2026-04-16 13:00:39.586+00","1642","2026-04-23 22:41:49.45+00","CAD","","paid","2026-04-23 22:41:49.45+00","69f1f7cb8b6f84386ebd516e","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"percentage_post","69d932177a48bf7560309c3e","Courtage MR-PLAN-A-2024-01 Tier A (12.0%) × SOTS 4.2 mod 0.95 = 11.40% = 41.04$","4104","69df7ca99ee85b559776602e","platform_fee","","","2026-04-16 13:00:39.586+00","4104","","CAD","","pending","2026-04-16 13:00:39.586+00","69f1f7cb8b6f84386ebd516f","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"contract_amount","69d932177a48bf7560309c3e","Talent présent — 144$ - fee 11.40% = 127.58$ [source: lineup_placement]","12758","69df7ca99ee85b559776602e","talent_payout","69b48a2b7d5c0db589c6bb1c","tr_1TPVxoEDnfppNFcxjDL1JTbR","2026-04-16 13:00:39.586+00","14400","2026-04-23 22:41:49.45+00","CAD","0.114","paid","2026-04-23 22:41:49.45+00","69f1f7cb8b6f84386ebd5170","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"contract_amount","69d932177a48bf7560309c3e","Talent présent — 360$ - fee 11.40% = 318.96$ [source: lineup_placement]","31896","69df7ca99ee85b559776602e","talent_payout","698d204286a5af9808991620","tr_1TNx2gEDnfppNFcxZIrteBNU","2026-04-16 13:00:39.586+00","36000","2026-04-19 15:13:15.524+00","CAD","0.114","paid","2026-04-19 15:13:15.524+00","69f1f7cb8b6f84386ebd5171","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"percentage_post","69d8eb4e6922f5f585e48baf","Courtage MR-PLAN-A-2024-01 Tier A (12.0%) × SOTS 4.2 mod 0.95 = 11.40% = 11.4$","1140","69df7e34180a86977469057a","platform_fee","","","2026-04-16 13:00:35.928+00","1140","2026-04-19 15:13:15.524+00","CAD","","paid","2026-04-19 15:13:15.524+00","69f1f7cb8b6f84386ebd5172","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"contract_amount","69d8eb4e6922f5f585e48baf","Talent présent — 100$ - fee 11.40% = 88.6$ [source: lineup_placement]","8860","69df7e34180a86977469057a","talent_payout","698d204286a5af9808991620","tr_1TNx2jEDnfppNFcxl6c1aiCo","2026-04-16 13:00:35.928+00","10000","2026-04-19 15:13:15.524+00","CAD","0.114","paid","2026-04-19 15:13:15.524+00","69f1f7cb8b6f84386ebd5173","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"percentage_post","69cf1ff6dd9c08de2ebc7b47","Courtage MR-PLAN-A-2024-01 Tier A (12.0%) × SOTS 4.0 mod 1 = 12.00% = 6.96$ [UNDERFUNDED: contrat 290$ → effectif 58$ (ratio 0.200)]","696","69cf20ae7df8d8f5f34ba668","platform_fee","","","2026-04-16 00:31:51.926+00","29000","2026-04-29 01:23:22.614+00","CAD","","paid","2026-04-29 01:23:22.614+00","69f1f7cb8b6f84386ebd5174","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"contract_amount","69cf1ff6dd9c08de2ebc7b47","Talent présent — 58$ - fee 12.00% = 51.04$ [source: snapshot_fallback] [UNDERFUNDED: contrat 290$ → effectif 58$ (ratio 0.200)]","5104","69cf20ae7df8d8f5f34ba668","talent_payout","698c747aee05acfdd23ea578","tr_1TRMqZEDnfppNFcxTVhcUQVV","2026-04-16 00:31:51.926+00","29000","2026-04-29 01:23:22.614+00","CAD","0.12","paid","2026-04-29 01:23:22.614+00","69f1f7cb8b6f84386ebd5175","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"percentage_post","69cec72ffc581e93a3b2a6b4","Courtage MR-PLAN-A-2024-01 Tier A (12.0%) × SOTS 4.2 mod 0.95 = 11.40% = 17.56$ [UNDERFUNDED: contrat 770$ → effectif 154$ (ratio 0.200)]","1756","69cf9ab4eb54732a94b3e7fb","platform_fee","","","2026-04-16 00:31:48.059+00","77000","2026-04-29 01:23:22.614+00","CAD","","paid","2026-04-29 01:23:22.614+00","69f1f7cb8b6f84386ebd5176","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"contract_amount","69cec72ffc581e93a3b2a6b4","Talent présent — 154$ - fee 11.40% = 136.44$ [source: snapshot_fallback] [UNDERFUNDED: contrat 770$ → effectif 154$ (ratio 0.200)]","13644","69cf9ab4eb54732a94b3e7fb","talent_payout","698dd1b2193c860027a3457a","tr_1TRMqcEDnfppNFcxuCxyFlvy","2026-04-16 00:31:48.059+00","77000","2026-04-29 01:23:22.614+00","CAD","0.114","paid","2026-04-29 01:23:22.614+00","69f1f7cb8b6f84386ebd5177","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"percentage_post","69cf9d7d709ea130c9d9bba0","Courtage MR-PLAN-A-2024-01 Tier A (12.0%) × SOTS 4.2 mod 0.95 = 11.40% = 1.37$ [UNDERFUNDED: contrat 60$ → effectif 12$ (ratio 0.200)]","137","69cf9f3323ca7c11d478f5ec","platform_fee","","","2026-04-16 00:31:43.649+00","6000","2026-04-29 01:23:22.614+00","CAD","","paid","2026-04-29 01:23:22.614+00","69f1f7cb8b6f84386ebd5178","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"contract_amount","69cf9d7d709ea130c9d9bba0","Talent présent — 12$ - fee 11.40% = 10.63$ [source: snapshot_fallback] [UNDERFUNDED: contrat 60$ → effectif 12$ (ratio 0.200)]","1063","69cf9f3323ca7c11d478f5ec","talent_payout","698d204286a5af9808991620","tr_1TRMqgEDnfppNFcxOxuTVzrZ","2026-04-16 00:31:43.649+00","6000","2026-04-29 01:23:22.614+00","CAD","0.114","paid","2026-04-29 01:23:22.614+00","69f1f7cb8b6f84386ebd5179","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"percentage_post","69cfa07a4dea6c931cb1e656","Courtage MR-PLAN-A-2024-01 Tier A (12.0%) × SOTS 4.2 mod 0.95 = 11.40% = 18.24$ [UNDERFUNDED: contrat 800$ → effectif 160$ (ratio 0.200)]","1824","69cfa12f5d1bc5aa4b23a0b4","platform_fee","","","2026-04-16 00:31:39.26+00","80000","2026-04-29 01:23:22.614+00","CAD","","paid","2026-04-29 01:23:22.614+00","69f1f7cb8b6f84386ebd517a","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"contract_amount","69cfa07a4dea6c931cb1e656","Talent présent — 160$ - fee 11.40% = 141.76$ [source: snapshot_fallback] [UNDERFUNDED: contrat 800$ → effectif 160$ (ratio 0.200)]","14176","69cfa12f5d1bc5aa4b23a0b4","talent_payout","698d204286a5af9808991620","tr_1TRMqkEDnfppNFcxhXXbUXDH","2026-04-16 00:31:39.26+00","80000","2026-04-29 01:23:22.614+00","CAD","0.114","paid","2026-04-29 01:23:22.614+00","69f1f7cb8b6f84386ebd517b","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"percentage_post","69cfbc0f4e0184830d625bc6","Courtage MR-PLAN-A-2024-01 Tier A (12.0%) × SOTS 4.0 mod 1 = 12.00% = 3.02$ [UNDERFUNDED: contrat 126$ → effectif 25.2$ (ratio 0.200)]","302","69cfc88b0b5b227cae434af6","platform_fee","","","2026-04-16 00:31:34.203+00","12600","2026-04-29 01:23:22.614+00","CAD","","paid","2026-04-29 01:23:22.614+00","69f1f7cb8b6f84386ebd517c","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"percentage_post","69cfbc0f4e0184830d625bc6","Courtage MR-PLAN-A-2024-01 Tier A (12.0%) × SOTS 4.2 mod 0.95 = 11.40% = 3.42$ [UNDERFUNDED: contrat 150$ → effectif 30$ (ratio 0.200)]","342","69cfc88b0b5b227cae434af6","platform_fee","","","2026-04-16 00:31:34.203+00","15000","","CAD","","pending","2026-04-16 00:31:34.203+00","69f1f7cb8b6f84386ebd517d","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"contract_amount","69cfbc0f4e0184830d625bc6","Talent présent — 25.2$ - fee 12.00% = 22.18$ [source: snapshot_fallback] [UNDERFUNDED: contrat 126$ → effectif 25.2$ (ratio 0.200)]","2218","69cfc88b0b5b227cae434af6","talent_payout","698c747aee05acfdd23ea578","tr_1TRMqoEDnfppNFcxzGWwzIPd","2026-04-16 00:31:34.203+00","12600","2026-04-29 01:23:22.614+00","CAD","0.12","paid","2026-04-29 01:23:22.614+00","69f1f7cb8b6f84386ebd517e","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"contract_amount","69cfbc0f4e0184830d625bc6","Talent présent — 30$ - fee 11.40% = 26.58$ [source: snapshot_fallback] [UNDERFUNDED: contrat 150$ → effectif 30$ (ratio 0.200)]","2658","69cfc88b0b5b227cae434af6","talent_payout","698d204286a5af9808991620","tr_1TRMqrEDnfppNFcxkzLyAIg1","2026-04-16 00:31:34.203+00","15000","2026-04-29 01:23:22.614+00","CAD","0.114","paid","2026-04-29 01:23:22.614+00","69f1f7cb8b6f84386ebd517f","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"percentage_post","69d7a155a2d79a27145730f6","Courtage annulation 5% sur part 3ea578 (216.2$)","1081","69dfaaa80c8dc24ecb266e57","platform_fee","","","2026-04-15 15:11:37.417+00","21620","","CAD","","pending","2026-04-15 15:11:37.417+00","69f1f7cb8b6f84386ebd5180","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"proportional_deposit","69d7a155a2d79a27145730f6","Part dépôt annulation — contrat 668$ × 100.0% = 216.2$ - fee 5% = 205.39$","20539","69dfaaa80c8dc24ecb266e57","talent_payout","698c747aee05acfdd23ea578","","2026-04-15 15:11:37.417+00","66800","","CAD","0.05","pending","2026-04-15 15:11:37.417+00","69f1f7cb8b6f84386ebd5181","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"percentage_post","69d7b8e23d9e3c5cae2ce9b6","Courtage annulation 5% sur part 3ea578 (25$)","125","69dfaaa610c76943a4f6f520","platform_fee","","","2026-04-15 15:11:35.162+00","2500","","CAD","","pending","2026-04-15 15:11:35.162+00","69f1f7cb8b6f84386ebd5182","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"proportional_deposit","69d7b8e23d9e3c5cae2ce9b6","Part dépôt annulation — contrat 125$ × 100.0% = 25$ - fee 5% = 23.75$","2375","69dfaaa610c76943a4f6f520","talent_payout","698c747aee05acfdd23ea578","tr_1TRX8MEDnfppNFcxtCnmnEO9","2026-04-15 15:11:35.162+00","12500","2026-04-29T12:22:12.765Z","CAD","0.05","paid","2026-04-29T12:22:12.765Z","69f1f7cb8b6f84386ebd5183","2026-04-29T12:21:31.009000","2026-04-29T12:22:31.557000","698c747aee05acfdd23ea578","false"
"percentage_post","69d7f2a1d02b620f26748950","Courtage annulation 5% sur part 3ea578 (27.4$)","137","69dfaaa3008a242a3f515fda","platform_fee","","","2026-04-15 15:11:32.744+00","2740","","CAD","","pending","2026-04-15 15:11:32.744+00","69f1f7cb8b6f84386ebd5184","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"proportional_deposit","69d7f2a1d02b620f26748950","Part dépôt annulation — contrat 120$ × 100.0% = 27.4$ - fee 5% = 26.03$","2603","69dfaaa3008a242a3f515fda","talent_payout","698c747aee05acfdd23ea578","tr_1TRX8PEDnfppNFcxarjq0UD5","2026-04-15 15:11:32.744+00","12000","2026-04-29T12:22:12.765Z","CAD","0.05","paid","2026-04-29T12:22:12.765Z","69f1f7cb8b6f84386ebd5185","2026-04-29T12:21:31.009000","2026-04-29T12:22:34.692000","698c747aee05acfdd23ea578","false"
"percentage_post","69cfd8b99f67e47c4e9c7991","Courtage fallback Tier A (12.0%) × SOTS 4.1 mod 0.95 = 11.40% = 2.05$ [UNDERFUNDED: contrat 90$ → effectif 18$ (ratio 0.200)]","205","69cfeac3d2c1bc9ea2105816","platform_fee","","","2026-04-15 14:58:28.233+00","9000","2026-04-24 16:47:45.741+00","CAD","","paid","2026-04-24 16:47:45.741+00","69f1f7cb8b6f84386ebd5186","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"contract_amount","69cfd8b99f67e47c4e9c7991","Talent présent — 18$ - fee 11.40% = 15.95$ [source: snapshot_fallback] [UNDERFUNDED: contrat 90$ → effectif 18$ (ratio 0.200)]","1595","69cfeac3d2c1bc9ea2105816","talent_payout","698d204286a5af9808991620","tr_1TPmtOEDnfppNFcxNPjclUXA","2026-04-15 14:58:28.233+00","9000","2026-04-24 16:47:45.741+00","CAD","0.114","paid","2026-04-24 16:47:45.741+00","69f1f7cb8b6f84386ebd5187","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"refund","69cfd8b99f67e47c4e9c7991","No-show remboursé au payeur — talent 122757 contrat 168$ (scalé 33.6$)","3360","69cfeac3d2c1bc9ea2105816","talent_noshow_refund","","","2026-04-15 14:58:28.233+00","16800","","CAD","","voided","2026-04-15 14:58:28.233+00","69f1f7cb8b6f84386ebd5188","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"refund","69cfedaee6e2d83bcfb24768","No-show remboursé au payeur — talent 991620 contrat 100$ (scalé 20$)","2000","69cfef10277157b2e520843a","talent_noshow_refund","","","2026-04-15 14:58:24.373+00","10000","","CAD","","voided","2026-04-15 14:58:24.373+00","69f1f7cb8b6f84386ebd5189","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
"percentage_post","69d0f6544647a7b192b1fa61","Courtage MR-PLAN-A-2024-01 Tier A (12.0%) × SOTS 4.3 mod 0.95 = 11.40% = 3.65$ [UNDERFUNDED: contrat 144$ → effectif 32$ (ratio 0.222)]","365","69d12618159e0aedc2ffec34","platform_fee","","","2026-04-15 14:58:19.261+00","14400","2026-04-23 22:46:29.365+00","CAD","","paid","2026-04-23 22:46:29.365+00","69f1f7cb8b6f84386ebd518a","2026-04-29T12:21:31.009000","2026-04-29T12:21:31.009000","698c747aee05acfdd23ea578","false"
